win_va,ps_name,src,confidence,tier
0x00402231,get_city_mood,pcsound.c,fuzzy-targeted,3
0x0040266b,get_battle_mood,pcsound.c,compile-exact,1
0x00402888,choose_odd_tune,pcsound.c,compile-exact,1
0x004028cf,sooth_mood,pcsound.c,compile-exact,1
0x00402913,init_ss_entires,pcsound.c,compile-exact,1
0x00402959,get_new_sslot,pcsound.c,ordinal,2
0x00402a06,free_up_sslot,pcsound.c,compile-exact,1
0x00402a41,check_old_sslots,pcsound.c,compile-exact,1
0x00402abd,link_to_smacker,pcsound.c,ordinal,2
0x00402b01,allow_samples,pcsound.c,ordinal,2
0x00402b2a,set_this_ambient,pcsound.c,compile-exact,1
0x00402b4a,set_ambient_minimum,pcsound.c,compile-exact,1
0x00402b8b,set_city_ambient,pcsound.c,ordinal,2
0x00402e37,set_prov_ambient,pcsound.c,ordinal,2
0x00402f45,set_battle_death_fx,pcsound.c,compile-exact,1
0x00402fd9,set_battle_march_fx,pcsound.c,ordinal,2
0x00403094,set_battle_fight_fx,pcsound.c,compile-exact,1
0x004031ac,set_missile_fight_fx,pcsound.c,compile-exact,1
0x0040326c,set_missile_fire_fx,pcsound.c,compile-exact,1
0x0040332c,play_ambient_fx,pcsound.c,ordinal,2
0x004035c9,init_city_ambients,pcsound.c,compile-exact,1
0x00403999,init_prov_ambients,pcsound.c,compile-exact,1
0x00403cab,init_battle_ambients,pcsound.c,compile-exact,1
0x004040b0,citizen_intelligence,int_c2.c,compile-exact,1
0x004041f9,army_intelligence,int_c2.c,compile-exact,1
0x00404338,i00_null,int_c2.c,ordinal,2
0x00404343,i01_tax_man,int_c2.c,compile-exact,1
0x004043d8,i02_market_man,int_c2.c,compile-exact,1
0x0040446d,i03_barbarian_man,int_c2.c,compile-exact,1
0x00404519,i04_centurian_man,int_c2.c,compile-exact,1
0x004045ae,i05_vigile_man,int_c2.c,compile-exact,1
0x00404643,i06_business_man,int_c2.c,compile-exact,1
0x004046d8,i07_rioter_man,int_c2.c,compile-exact,1
0x004047b5,a00_null,int_c2.c,ordinal,2
0x004047c0,a01_cohort,int_c2.c,ordinal,2
0x0040493c,a02_enemy,int_c2.c,ordinal,2
0x004049b0,a04_raider,int_c2.c,win-order,2
0x00404976,a03_horde,int_c2.c,win-order,2
0x004049ea,a05_revolt,int_c2.c,compile-exact,1
0x00404a62,a06_roman_ship,int_c2.c,compile-exact,1
0x00404aac,a08_raider_ship,int_c2.c,win-order,2
0x00404a97,a07_enemy_ship,int_c2.c,win-order,2
0x00404ac1,s00_null,int_c2.c,ordinal,2
0x00404acc,s01_wait,int_c2.c,ordinal,2
0x00404bdc,s02_death,int_c2.c,ordinal,2
0x00404bf7,s03_map_admin,int_c2.c,ordinal,2
0x00404d45,s04_map_markets,int_c2.c,ordinal,2
0x00405005,s05_maraude_to_top_spot,int_c2.c,ordinal,2
0x00405143,s06_quell_trouble,int_c2.c,ordinal,2
0x0040543e,s07_army_patrol,int_c2.c,ordinal,2
0x00405711,s08_vigile_patrol,int_c2.c,ordinal,2
0x00405a0f,s09_fire_fight,int_c2.c,ordinal,2
0x00405c88,s10_get_business,int_c2.c,ordinal,2
0x00405f03,s11_riot,int_c2.c,ordinal,2
0x00406003,s12_goto_riot,int_c2.c,ordinal,2
0x004060cb,sa00_null,int_c2.c,ordinal,2
0x004060d6,sa01_wait,int_c2.c,ordinal,2
0x00406249,sa02_death,int_c2.c,ordinal,2
0x00406264,sa03_army_move,int_c2.c,ordinal,2
0x00406517,new_army_route_point,int_c2.c,ordinal,2
0x0040678c,goto_army_attack,int_c2.c,ordinal,2
0x004068ce,test_for_army_attack,int_c2.c,ordinal,2
0x00406c08,sa04_army_attack,int_c2.c,ordinal,2
0x00406db1,sa05_army_return,int_c2.c,ordinal,2
0x00406e42,sa06_army_land_raid,int_c2.c,ordinal,2
0x00406f66,sa07_army_land_invade,int_c2.c,ordinal,2
0x00406fdb,sa08_army_stuck,int_c2.c,ordinal,2
0x0040735d,sa09_army_siege,int_c2.c,ordinal,2
0x004075e1,sa10_army_demobed,int_c2.c,compile-exact,1
0x004077c2,sa11_army_sail_to_port,int_c2.c,ordinal,2
0x004078e5,sa12_army_sail_home,int_c2.c,compile-exact,1
0x00407c18,sa13_army_sail_round_coast,int_c2.c,ordinal,2
0x00408076,sa14_army_sail_to_shore,int_c2.c,ordinal,2
0x004081dc,sa15_sink,int_c2.c,ordinal,2
0x004083a5,sa16_army_lurk_round_coast,int_c2.c,ordinal,2
0x0040875d,get_movement_image,int_c2.c,compile-exact,1
0x0040889c,get_army_ship_image,int_c2.c,compile-exact,1
0x00408918,get_rioter_image,int_c2.c,compile-exact,1
0x00408aa0,get_barbarian_image,int_c2.c,ordinal,2
0x00408beb,get_enemy_image,int_c2.c,ordinal,2
0x00408d56,get_cohort_image,int_c2.c,ordinal,2
0x00408e82,get_army_walk_dirc,int_c2.c,ordinal,2
0x00408f06,find_enemy,int_c2.c,ordinal,2
0x0040910e,find_invading_army,int_c2.c,ordinal,2
0x00409336,citizen_go_to_target,int_c2.c,ordinal,2
0x00409815,citizen_maraude_to_target,int_c2.c,ordinal,2
0x00409ec7,get_dirc_from_citizen_wf_run,int_c2.c,ordinal,2
0x00409fb6,copy_ferret_run_to_citizen,int_c2.c,ordinal,2
0x0040a0c4,try_a_citymap_square,int_c2.c,ordinal,2
0x0040a4c0,try_this_citymap_square,int_c2.c,ordinal,2
0x0040a702,handle_collision,int_c2.c,ordinal,2
0x0040aa40,fight_centurian,int_c2.c,ordinal,2
0x0040aac6,fight_barbarian,int_c2.c,ordinal,2
0x0040ab44,move_citizen,int_c2.c,ordinal,2
0x0040af92,change_citizen_targs,int_c2.c,ordinal,2
0x0040b422,random_target,int_c2.c,compile-exact,1
0x0040b607,city_test_for_road,int_c2.c,ordinal,2
0x0040b930,target_from_dirc,int_c2.c,compile-exact,1
0x0040bcc6,entering_new_square,int_c2.c,ordinal,2
0x0040bd88,region_go_to_target,int_c2.c,ordinal,2
0x0040c603,sail_to_target,int_c2.c,ordinal,2
0x0040cb2d,get_dirc_from_army_wf_run,int_c2.c,ordinal,2
0x0040cc1f,copy_ferret_run_to_army,int_c2.c,ordinal,2
0x0040cd36,try_a_regionmap_square,int_c2.c,ordinal,2
0x0040d132,try_this_regionmap_square,int_c2.c,ordinal,2
0x0040d869,try_a_seamap_square,int_c2.c,ordinal,2
0x0040dc89,try_this_seamap_square,int_c2.c,ordinal,2
0x0040ddb0,dock_the_ship_in_good_port,int_c2.c,ordinal,2
0x0040e131,move_army,int_c2.c,ordinal,2
0x0040e4f2,target_from_army_dirc,int_c2.c,compile-exact,1
0x0040e888,test_fire_zones,int_c2.c,ordinal,2
0x0040eb06,test_zone_for_closest_fire,int_c2.c,ordinal,2
0x0040ed63,putting_out_fire,int_c2.c,ordinal,2
0x0040ee6f,confirm_fire_target,int_c2.c,ordinal,2
0x0040ef01,is_fire_covered,int_c2.c,compile-exact,1
0x0040efad,get_population_and_industry_count,int_c2.c,ordinal-post,3
0x0040f3c1,get_nearest_reg_building,int_c2.c,ordinal-post,3
0x0040f7f0,gloop_start,gloops.c,compile-exact,1
0x00410ea4,battle_intro_game_loop,gloops.c,compile-exact,1
0x00410eeb,tune_game_loop,gloops.c,ordinal,2
0x00410f45,samples_game_loop,gloops.c,ordinal,2
0x00410f9f,tog_anims_game_loop,gloops.c,ordinal,2
0x00410ff9,tog_yearend_game_loop,gloops.c,ordinal,2
0x00411053,exit_game_loop,gloops.c,compile-exact,1
0x0041108e,skill1_game_loop,gloops.c,compile-exact,1
0x004110c9,skill2_game_loop,gloops.c,ordinal,2
0x0041113a,initreg_game_loop,gloops.c,ordinal,2
0x004112b7,new_name_game_loop,gloops.c,ordinal,2
0x00411428,help_game_loop,gloops.c,compile-exact,1
0x0041146f,queery_game_loop,gloops.c,ordinal,2
0x00411521,promotion_game_loop,gloops.c,compile-exact,1
0x00411562,game_speed,gloops.c,ordinal-post,3
0x00411657,scroll_speed,gloops.c,ordinal-post,3
0x0041dc80,show_battlemap,pm_map3.c,fuzzy-ordinal,2
0x0041dd0b,show_battlemap_base,pm_map3.c,fuzzy-ordinal,2
0x0041e1e0,show_battlemap_top,pm_map3.c,fuzzy-ordinal,2
0x0041e3ca,mid3_line_no_sides_base,pm_map3.c,fuzzy-ordinal,2
0x0041e622,mid3_line_with_sides_base,pm_map3.c,fuzzy-ordinal,2
0x0041ebe0,mid3_line_no_sides_top,pm_map3.c,fuzzy-ordinal,2
0x0041ed78,mid3_line_with_sides_top,pm_map3.c,fuzzy-ordinal,2
0x0041ef08,bottom3_line_with_sides,pm_map3.c,fuzzy-ordinal,2
0x0041f098,bottom3_line_no_sides,pm_map3.c,fuzzy-ordinal,2
0x0041f231,place3_sprite,pm_map3.c,fuzzy-ordinal,2
0x0041fe23,print3_test_info,pm_map3.c,fuzzy-ordinal,2
0x0041ff90,show_menus,controls.c,ordinal-pre,3
0x004201d2,show_menu_items,controls.c,ordinal-pre,3
0x0042036d,show_selection_box,controls.c,compile-exact,1
0x004203b8,get_allowed_selections,controls.c,ordinal,2
0x004205ad,clear_highlight_goods_list,controls.c,compile-exact,1
0x004205e6,get_selection_goods_list,controls.c,ordinal,2
0x0042077b,check_selection_goods_list,controls.c,compile-exact,1
0x004207cf,check_highlight_list,controls.c,ordinal,2
0x004207ff,show_selections,controls.c,ordinal,2
0x00420b2e,show_confirming_panel,controls.c,compile-exact,1
0x00420b99,show_Xconfirming_panel,controls.c,compile-exact,1
0x00420c0f,show_adjusting_panel,controls.c,compile-exact,1
0x00420d5d,show_warning_panel,controls.c,compile-exact,1
0x00420df0,show_icons,controls.c,compile-exact,1
0x00420e66,show_buttons,controls.c,ordinal,2
0x0042102b,show_an_exit_button,controls.c,compile-exact,1
0x0042106d,slider_control,controls.c,ordinal-post,3
0x004211f2,mid_slider_var,controls.c,ordinal-post,3
0x0042131c,down_slider_var,controls.c,ordinal-post,3
0x00421495,up_slider_var,controls.c,ordinal-post,3
0x00421613,control_icons,controls.c,ordinal-post,3
0x004216f6,de_toggle_all_icons,controls.c,ordinal-post,3
0x004217c7,control_buttons,controls.c,ordinal-post,3
0x00421ae2,control_menus,controls.c,ordinal-post,3
0x00421d3c,over_menu,controls.c,ordinal-post,3
0x00421dcb,over_item,controls.c,ordinal-post,3
0x00421e5e,control_selection,controls.c,ordinal-post,3
0x004220d2,over_selection,controls.c,ordinal-post,3
0x0042216b,click_warning,controls.c,ordinal-post,3
0x004221cc,confirm,controls.c,ordinal-post,3
0x0042222f,extended_confirm,controls.c,ordinal-post,3
0x004222ac,adjust,controls.c,ordinal-post,3
0x00422479,exit_screen,controls.c,ordinal-post,3
0x004224d0,exit_screen_at,controls.c,ordinal-post,3
0x00422530,city_map_screen,screens.c,ordinal-pre,3
0x00422610,region_map_screen,screens.c,ordinal-pre,3
0x004226d5,battle_screen,screens.c,ordinal-pre,3
0x004227f5,battle_stats_panel,screens.c,ordinal-pre,3
0x00422e53,battle_totals_panel,screens.c,ordinal-pre,3
0x004231d9,show_battle_setup_box,screens.c,compile-exact,1
0x00423280,show_paused,screens.c,ordinal,2
0x004232df,clip_zoom_level1,screens.c,ordinal,2
0x004232ed,clip_battle_zoom_level2,screens.c,ordinal,2
0x004232fb,clip_map_bottom,screens.c,ordinal,2
0x00423309,redraw_icon_bits,screens.c,ordinal,2
0x00423580,show_cohort_box,screens.c,ordinal,2
0x00423934,show_non_cohort_box,screens.c,ordinal,2
0x00423bef,show_tribunes_report,screens.c,ordinal,2
0x00424275,show_initreg_box,screens.c,ordinal,2
0x004242ef,reshow_initreg_box,screens.c,ordinal,2
0x00424359,show_no_provinces_box,screens.c,ordinal,2
0x00424400,show_first_region_box,screens.c,ordinal,2
0x004244a7,this_region_box,screens.c,ordinal,2
0x00424785,show_skill1_box,screens.c,ordinal,2
0x0042483c,show_skill2_box,screens.c,ordinal,2
0x004248c2,show_fx_box,screens.c,ordinal,2
0x00424d30,show_about_box,screens.c,ordinal,2
0x00424dd3,show_name_choice,screens.c,compile-exact,1
0x00424e2d,show_peace_level,screens.c,ordinal,2
0x00424e8b,show_skill_level,screens.c,ordinal,2
0x00424f21,show_new_name_box,screens.c,ordinal,2
0x00424f8d,show_exit_box,screens.c,ordinal,2
0x00425011,show_loadsave_box,screens.c,ordinal,2
0x004250c4,show_directory,screens.c,ordinal,2
0x00425294,forum_constant_screen,screens.c,compile-exact,1
0x0042533e,background_screen,screens.c,ordinal,2
0x00425395,forum_empty_screen,screens.c,ordinal,2
0x004253ff,forum_city_only_screen,screens.c,ordinal,2
0x004254b0,forum_admin_screen,screens.c,ordinal,2
0x004256cf,show_tax_rates,screens.c,ordinal,2
0x004258b9,show_accounts,screens.c,compile-exact,1
0x00425bae,show_estimate,screens.c,ordinal,2
0x00425ed0,forum_career_screen,screens.c,ordinal,2
0x004260ba,show_personal_cash_stats,screens.c,ordinal,2
0x004261cf,show_donation_box,screens.c,ordinal,2
0x00426260,show_donation_level,screens.c,ordinal,2
0x004262d2,forum_rome_screen,screens.c,ordinal,2
0x00426609,show_final_bribe_box,screens.c,ordinal,2
0x0042677f,show_gift_box,screens.c,ordinal,2
0x00426836,show_gift_amount,screens.c,ordinal,2
0x004268a3,forum_advisor_screen,screens.c,ordinal,2
0x00426901,forum_temple_screen,screens.c,compile-exact,1
0x00426989,basic_temple_screen,screens.c,ordinal,2
0x00427122,show_temple_tip,screens.c,ordinal,2
0x004271af,forum_clerks_screen,screens.c,ordinal,2
0x00427286,history_selection,screens.c,ordinal,2
0x004273b1,history_graphs,screens.c,ordinal,2
0x004275a1,show_history_graph,screens.c,ordinal,2
0x00427ae3,forum_empire_screen,screens.c,compile-exact,1
0x00427b6a,basic_empire_screen,screens.c,ordinal,2
0x00427bdc,show_regions_in_empire,screens.c,compile-exact,1
0x00427c45,show_regions_on_offer,screens.c,compile-exact,1
0x00427d86,show_empire_top_slab,screens.c,compile-exact,1
0x00427dd5,show_empire_bottom_slab,screens.c,compile-exact,1
0x00428be0,forum_industry_screen,screens.c,fuzzy-targeted,3
0x0042a5f3,place_3_legend_blocks,screens.c,compile-exact,1
0x0042a6a1,place_3x_legend_blocks,screens.c,compile-exact,1
0x0042a74f,place_9_legend_blocks,screens.c,compile-exact,1
0x0042a7d8,place_legend_block,screens.c,ordinal,2
0x0042a88d,show_date,screens.c,compile-exact,1
0x0042aa89,show_census_panel,screens.c,ordinal,2
0x0042abb8,show_turbo_panel,screens.c,ordinal,2
0x0042aca8,init_queery_panel,screens.c,compile-exact,1
0x0042acce,show_querymode_panel,screens.c,ordinal-post,3
0x0042ad66,show_query_panel,screens.c,ordinal-post,3
0x0042af17,show_query_panel_heading,screens.c,ordinal-post,3
0x0042b109,show_general_query_panel,screens.c,ordinal-post,3
0x0042b5ad,show_query_house_advice,screens.c,ordinal-post,3
0x0042be42,show_query_business_advice,screens.c,ordinal-post,3
0x0042c280,general_business_cause,screens.c,ordinal-post,3
0x0042c330,show_people_query_panel,screens.c,ordinal-post,3
0x0042cba3,get_queried_person,screens.c,ordinal-post,3
0x0042cc37,show_detailed_query_panel,screens.c,ordinal-post,3
0x0042d278,show_region_query_panel,screens.c,ordinal-post,3
0x0042dabd,reg_industry_quote,screens.c,ordinal-post,3
0x0042db4b,reg_tpost_quote,screens.c,ordinal-post,3
0x0042db85,reg_port_quote,screens.c,ordinal-post,3
0x0042dbbf,get_query_info,screens.c,ordinal-post,3
0x0042e3ed,get_region_query_info,screens.c,ordinal-post,3
0x0042e5dc,not_pertinant_statistic1,screens.c,ordinal-post,3
0x0042e7a9,not_pertinant_statistic2,screens.c,ordinal-post,3
0x0042e817,show_battle_intro_screen,screens.c,ordinal-post,3
0x0042eeac,show_battle_outtro_screen,screens.c,ordinal-post,3
0x004304c0,forum_update_census,census.c,ordinal-pre,3
0x004305eb,init_census,census.c,ordinal-pre,3
0x00430923,get_census,census.c,ordinal-pre,3
0x0043107a,take_census,census.c,ordinal-pre,3
0x00431c26,test_perimeter_for_road_and_forum,census.c,ordinal-pre,3
0x00431e5e,test_for_any_admin,census.c,ordinal-pre,3
0x00431ef8,fire_trouble,census.c,ordinal-pre,3
0x00431f7f,road_trouble,census.c,ordinal-pre,3
0x00432006,water_trouble,census.c,compile-exact,1
0x004321c4,wall_trouble,census.c,ordinal,2
0x0043224b,get_fire_cover,census.c,ordinal,2
0x004322ed,get_road_cover,census.c,ordinal,2
0x0043238f,get_wall_cover,census.c,ordinal,2
0x00432431,get_water_cover,census.c,ordinal,2
0x004324d3,hospital_coverage,census.c,ordinal,2
0x0043253b,library_coverage,census.c,ordinal,2
0x004325a3,employment,census.c,compile-exact,1
0x00432787,running_pop_tax,census.c,ordinal-post,3
0x004327cc,running_ind_tax,census.c,ordinal-post,3
0x00432811,region_census,census.c,ordinal-post,3
0x0043a640,setup_whole_screen_refresh,refresh.c,ordinal-pre,3
0x0043a68c,set_mouse_refresh,refresh.c,ordinal-pre,3
0x0043a7d2,refresh_sprite_square,refresh.c,ordinal-pre,3
0x0043a8ad,refresh_figure_square,refresh.c,ordinal-pre,3
0x0043a9c0,refresh_figure2_square,refresh.c,compile-exact,1
0x0043aa77,refresh_figure3_square,refresh.c,compile-exact,1
0x0043ab3a,refresh_sprite2w_square,refresh.c,ordinal,2
0x0043ac9d,refresh_region_sprite_square,refresh.c,ordinal,2
0x0043add7,refresh_a_square,refresh.c,compile-exact,1
0x0043aed4,refresh_a_bigger_square,refresh.c,ordinal-post,3
0x0043afc4,refresh_big_action_square,refresh.c,ordinal-post,3
0x0043b0aa,setup_map_screen_refresh,refresh.c,ordinal-post,3
0x0043b11f,setup_map_screen_long_refresh,refresh.c,ordinal-post,3
0x0043b183,setup_battle_screen_refresh,refresh.c,ordinal-post,3
0x0043b1e1,setup_refresh_area,refresh.c,ordinal-post,3
0x0043b2c9,setup_svga_refresh_data,refresh.c,ordinal-post,3
0x0043b412,refresh_zoom_mode,refresh.c,ordinal-post,3
0x0043b5b2,refresh_battle_zoom_mode,refresh.c,ordinal-post,3
0x0043b6cd,refresh_svga_screen,refresh.c,ordinal-post,3
0x0043b720,InitTree,pump.c,ordinal-pre,3
0x0043b794,InsertNode,pump.c,compile-exact,1
0x0043bab6,DeleteNode,pump.c,compile-exact,1
0x0043bce1,GetBit,pump.c,ordinal,2
0x0043bd95,GetByte,pump.c,ordinal,2
0x0043be48,Putcode,pump.c,ordinal,2
0x0043bf35,StartHuff,pump.c,compile-exact,1
0x0043c061,reconst,pump.c,compile-exact,1
0x0043c2d1,update,pump.c,compile-exact,1
0x0043c486,EncodeChar,pump.c,ordinal,2
0x0043c51f,EncodePosition,pump.c,ordinal,2
0x0043c57d,EncodeEnd,pump.c,ordinal,2
0x0043c5ba,DecodeChar,pump.c,compile-exact,1
0x0043c643,DecodePosition,pump.c,compile-exact,1
0x0043c6e0,get_pumping_memory,pump.c,compile-exact,1
0x0043c7e8,free_pumping_memory,pump.c,ordinal-post,3
0x0043c8f6,pump,pump.c,ordinal-post,3
0x0043cc5b,evacuate,pump.c,ordinal-post,3
0x00443733,main,c2.c,ordinal-pre,3
0x00443c91,deal_with_battles,c2.c,ordinal-pre,3
0x00443d62,start_a_new_game,c2.c,ordinal-pre,3
0x00443e35,start_a_promotion,c2.c,ordinal-pre,3
0x00443eca,new_province,c2.c,ordinal-pre,3
0x004440a8,setup_game,c2.c,ordinal-pre,3
0x0044421c,load_map_graphics,c2.c,ordinal-pre,3
0x0044474a,swap_circus_gfx,c2.c,ordinal-pre,3
0x004448fb,load_overlay_graphics,c2.c,ordinal-pre,3
0x004449df,load_battle_graphics,c2.c,ordinal-pre,3
0x00444cf6,load_a_battle_gfx_file,c2.c,ordinal-pre,3
0x00444e27,init_map_gfx_buffers,c2.c,ordinal-pre,3
0x00444fd3,clear_map_gfx_buffers,c2.c,ordinal-pre,3
0x004451bf,init_battle_gfx_buffers,c2.c,ordinal-pre,3
0x0044536f,clear_battle_gfx_buffers,c2.c,ordinal-pre,3
0x0044551f,load_start_graphics,c2.c,compile-exact,1
0x0044578b,flush_sb_buffer,c2.c,compile-exact,1
0x004457a4,do_pos,c2.c,ordinal-post,3
0x004457b4,do_neg,c2.c,ordinal-post,3
0x004457c4,test_cd_drive,c2.c,ordinal-post,3
0x00445910,show_regionmap,pm_map2.c,compile-exact,1
0x00445939,show_regionmap_base,pm_map2.c,ordinal-post,3
0x00445cb5,show_regionmap_top,pm_map2.c,ordinal-post,3
0x00445fa4,mid2_line_no_sides_base,pm_map2.c,ordinal-post,3
0x0044611a,mid2_line_with_sides_base,pm_map2.c,ordinal-post,3
0x004464de,mid2_line_no_sides_top,pm_map2.c,ordinal-post,3
0x004466a9,mid2_line_with_sides_top,pm_map2.c,ordinal-post,3
0x004468c6,bottom2_line_with_sides,pm_map2.c,ordinal-post,3
0x00446ae3,bottom2_line_no_sides,pm_map2.c,ordinal-post,3
0x00446caa,place2_a_building_base,pm_map2.c,ordinal-post,3
0x0044707e,place2_a_building_top,pm_map2.c,ordinal-post,3
0x00447bf3,place2_a_building_roof,pm_map2.c,ordinal-post,3
0x004482d9,place2_sprite,pm_map2.c,ordinal-post,3
0x00449419,print2_test_info,pm_map2.c,ordinal-post,3
0x0044b659,pulse_red,lib32.c,compile-exact,1
0x0044b730,swap_background_to_red,lib32.c,ordinal,2
0x0044b77d,swap_background_to,lib32.c,ordinal,2
0x0044b87c,go_64k_palette,lib32.c,ordinal,2
0x0044b8f7,go_16m_palette,lib32.c,ordinal,2
0x0044b94f,load_to_temp_palette,lib32.c,ordinal,2
0x0044b9a7,fade_to_temp_palette,lib32.c,ordinal,2
0x0044bbce,black_out,lib32.c,ordinal,2
0x0044bbfe,set_palette,lib32.c,ordinal,2
0x0044bc2e,fade_to_black_out,lib32.c,ordinal,2
0x0044bc46,fade_to_palette,lib32.c,ordinal,2
0x0044bc5e,wvbl2,lib32.c,ordinal,2
0x0044bc69,swap_screens,lib32.c,ordinal,2
0x0044bc74,convert256x_to_256screen,lib32.c,compile-exact,1
0x0044bcfa,convert256_to_256xscreen,lib32.c,compile-exact,1
0x0044be4a,grey_a_screen,lib32.c,fuzzy-targeted,3
0x0044c5dc,get_mouse_droppings,lib32.c,compile-exact,1
0x0044c68c,cover_mouse_droppings,lib32.c,ordinal,2
0x0044c6d3,mouse_in_area,lib32.c,compile-exact,1
0x0044c8a5,my_strcpy,lib32.c,compile-exact,1
0x0044c8e5,to_upper,lib32.c,ordinal,2
0x0044c91f,string_to_upper,lib32.c,ordinal,2
0x0044c97b,pull_string_left,lib32.c,ordinal,2
0x0044c9ab,push_string_right,lib32.c,compile-exact,1
0x0044c9dc,strip_leading_space,lib32.c,compile-exact,1
0x0044ca32,strip_trailing_space,lib32.c,ordinal,2
0x0044ca89,strip_spaces,lib32.c,ordinal,2
0x0044cb61,get_string_width,lib32.c,ordinal,2
0x0044cc2a,get_letter_width,lib32.c,ordinal,2
0x0044ccd7,get_number_from_text,lib32.c,ordinal,2
0x0044cd64,load_to_text_buffer,lib32.c,ordinal,2
0x0044ce30,load_from_text_buffer,lib32.c,ordinal,2
0x0044cefc,get_buffer_ofset,lib32.c,ordinal,2
0x0044cf59,get_text_pointer,lib32.c,ordinal,2
0x0044cfeb,edit_format_buffer,lib32.c,ordinal,2
0x0044d41a,to_fb,lib32.c,ordinal,2
0x0044d568,del_fb,lib32.c,ordinal,2
0x0044d5a3,copy_fb,lib32.c,compile-exact,1
0x0044d5e4,test_for_delimiter,lib32.c,ordinal,2
0x0044d66b,strip_fb_spaces,lib32.c,ordinal,2
0x0044d6e4,get_fb_length,lib32.c,ordinal,2
0x0044d72a,get_fb_width,lib32.c,ordinal,2
0x0044d782,get_fb_lines,lib32.c,ordinal,2
0x0044d88b,in_format_buffer,lib32.c,ordinal,2
0x0044d91d,out_format_buffer,lib32.c,ordinal,2
0x0044d964,load_format_buffer_from_disk,lib32.c,ordinal,2
0x0044da0c,save_format_buffer_to_disk,lib32.c,ordinal,2
0x0044dabc,put_a_font_string,lib32.c,ordinal,2
0x0044dcb8,one_letter,lib32.c,ordinal,2
0x0044dedb,get_insert_letter,lib32.c,ordinal,2
